HOST_ID,Earnings
8096259,11480.0
23824900,0.0
76352007,0.0
3541511,0.0
102533645,0.0
9243154,0.0
40962584,0.0
48990756,0.0
5802534,18471.0
3901998,0.0
111151667,0.0
65276474,0.0
2591294,0.0
65210943,0.0
198642240,0.0
56003150,0.0
2001489,0.0
40929877,0.0
14846553,0.0
208144987,0.0
16222818,0.0
16157282,0.0
9734766,0.0
46238320,0.0
137726589,0.0
59050622,0.0
1542783,0.0
61475462,0.0
22252167,0.0
92670599,0.0
212273799,0.0
67635848,0.0
12323470,0.0
13830801,0.0
54266519,0.0
12487322,0.0
51743387,0.0
70355617,0.0
22153899,2580.0
6425259,0.0
133401264,0.0
25430706,0.0
213158588,0.0
54299327,0.0
2394818,0.0
32344776,0.0
18614988,0.0
50531022,0.0
132713167,0.0
139758293,0.0
69012185,0.0
63507171,39746.0
223513320,0.0
16354032,0.0
56232689,0.0
80939770,0.0
44763898,0.0
38013697,0.0
154766083,0.0
48892677,35904.0
8784651,0.0
64817934,0.0
2886419,23385.0
13765402,0.0
34212634,0.0
19761952,0.0
137759538,0.0
26381112,0.0
32082756,14853.0
82971461,0.0
36244296,0.0
111479625,0.0
37915466,0.0
6392651,0.0
27921235,0.0
4262739,0.0
8883029,0.0
30870356,0.0
5671771,0.0
35490655,0.0
75598694,0.0
12454759,0.0
27921258,0.0
56101740,0.0
69864302,0.0
14125936,0.0
108792694,0.0
168430459,0.0
201329531,0.0
42404740,0.0
29854602,0.0
76974987,0.0
27102098,0.0
16288671,0.0
93195168,0.0
67373986,0.0
2165667,0.0
72387490,0.0
133434280,0.0
428969,0.0
17632170,0.0
34016177,0.0
7310258,0.0
35785656,0.0
5835710,0.0
46795717,0.0
46369744,66126.0
9046997,0.0
34376661,0.0
1739742,17775.0
135433191,0.0
15469563,0.0
1215486,0.0
49679367,0.0
29035527,0.0
32082960,0.0
6392849,0.0
76614683,0.0
159616031,0.0
7834659,0.0
198446115,0.0
10193959,0.0
8653869,0.0
221940784,0.0
28838969,0.0
112299067,0.0
12094535,0.0
134219,0.0
9145424,0.0
71699539,0.0
183012441,0.0
33262683,0.0
81005660,0.0
78908509,0.0
4983902,93120.0
54135913,0.0
7965802,0.0
41356395,0.0
20155504,0.0
66391155,0.0
52694136,0.0
5901435,19950.0
106564738,0.0
138054790,0.0
111873164,0.0
4721806,0.0
198839443,0.0
66784411,0.0
8752292,0.0
2788517,0.0
23039145,0.0
51940523,0.0
37948589,0.0
88378544,0.0
17075376,0.0
50072758,0.0
189992121,0.0
28478655,0.0
3264,26969.0
160402624,0.0
82906309,37462.0
8522952,0.0
108367048,0.0
13569226,0.0
78843085,0.0
32279764,0.0
73469140,0.0
37260503,0.0
756953,0.0
58068187,0.0
9637085,0.0
104238303,0.0
75107553,0.0
37850350,0.0
35917040,0.0
3017970,2204113.0
91327731,8445.0
68127991,0.0
33295617,0.0
20286731,0.0
80121100,0.0
120327441,0.0
144444692,0.0
10063133,0.0
86969630,28980.0
4459810,0.0
31427874,0.0
47746355,0.0
12062009,0.0
64851261,0.0
4656446,362484.0
161713470,0.0
6917441,0.0
32607555,0.0
103288134,0.0
40406347,0.0
78515545,0.0
1314138,0.0
78908767,0.0
14060904,0.0
65244523,0.0
5901682,0.0
34016626,0.0
691576,0.0
27757945,0.0
33164668,0.0
45256061,0.0
108891518,0.0
28970376,0.0
20614538,0.0
2919820,185174.0
1838476,0.0
49941903,0.0
82906520,113469.0
34999711,0.0
56528287,0.0
26643885,0.0
7376301,0.0
206048692,0.0
41586110,0.0
41487824,0.0
71372243,0.0
53841365,0.0
84741589,0.0
18091486,0.0
28773856,0.0
118984160,0.0
147852768,0.0
10882534,0.0
61181434,0.0
82054651,0.0
139005436,0.0
3739150,0.0
27627024,0.0
32378396,0.0
33951262,0.0
67538464,0.0
97914402,0.0
24383024,0.0
658992,0.0
86937138,0.0
77827637,0.0
118722101,0.0
6688319,0.0
19861060,0.0
72617541,0.0
158469702,0.0
171642442,0.0
138382926,0.0
11603545,0.0
99257951,0.0
129797731,0.0
18943587,0.0
2133605,0.0
55184998,10561.0
178851430,0.0
5377646,0.0
63114862,0.0
11701874,0.0
181702258,0.0
198053491,0.0
29757049,0.0
37949049,0.0
225021566,0.0
28020351,0.0
21368448,0.0
2526849,0.0
3444357,0.0
1511062,0.0
57675417,0.0
13078170,0.0
39063194,0.0
31166114,0.0
219680420,0.0
14945957,0.0
43388581,0.0
78352040,0.0
16912042,0.0
113151661,0.0
22810288,0.0
31821493,0.0
140349111,0.0
141037248,0.0
3608270,0.0
47648462,0.0
23269075,0.0
20811476,0.0
24678101,0.0
164171482,0.0
21696231,0.0
26480363,0.0
167808751,0.0
183308026,0.0
173149947,0.0
125832954,0.0
200281854,0.0
7245568,0.0
1773316,0.0
78810889,0.0
1117966,4003.0
30969617,0.0
197725971,0.0
50859799,0.0
103026468,0.0
167612200,0.0
32870191,0.0
123506488,0.0
119508792,0.0
9015124,123635.0
14323540,0.0
2887508,0.0
40734550,0.0
19435356,0.0
76386143,0.0
10555237,0.0
12128105,0.0
87822189,0.0
122654574,0.0
92868467,12020.0
888692,0.0
51089276,0.0
141594498,0.0
4558723,0.0
85233539,0.0
123768713,0.0
22482825,0.0
2297747,0.0
4001689,0.0
43945881,0.0
9539484,11850.0
10162077,0.0
44535710,0.0
210407328,0.0
36966309,0.0
25235372,0.0
80744375,0.0
110366660,0.0
35590098,0.0
141463511,0.0
17895389,0.0
397278,0.0
78188514,3870.0
6328293,0.0
14749675,0.0
6262768,0.0
178851834,0.0
221286395,0.0
6950909,0.0
186290173,0.0
10981379,0.0
36081668,0.0
13209607,0.0
1183754,0.0
37720075,0.0
42864660,2100.0
36999188,0.0
179015708,0.0
48336928,0.0
1413161,0.0
63410221,0.0
46600238,0.0
51449903,0.0
16781366,0.0
30806074,0.0
33853500,0.0
122589245,0.0
91000896,0.0
1183809,9281.0
168988736,0.0
65835075,0.0
1478725,0.0
77762636,0.0
124457045,0.0
23990357,0.0
90050650,0.0
168956005,0.0
81760357,0.0
97030259,58819.0
29134975,0.0
1183876,0.0
31559820,0.0
266381,109194.0
7704718,31707.0
138547343,0.0
31363214,0.0
83169429,0.0
19009688,81637.0
2887835,0.0
11505825,0.0
5738658,0.0
40603815,0.0
157028519,0.0
24481964,35446.0
4362415,0.0
14979251,0.0
10981558,0.0
140513472,0.0
211423425,0.0
4526276,0.0
184127688,0.0
54104266,29878.0
215584975,0.0
101880016,0.0
2855121,15747.0
82677978,0.0
106565850,0.0
32051421,0.0
89592029,2525.0
133402848,0.0
197365990,0.0
21958890,0.0
174657771,0.0
96702700,15976.0
148934894,0.0
69865714,0.0
11342067,0.0
33820940,0.0
33427725,0.0
171643155,0.0
44962069,0.0
22319381,0.0
299289,0.0
125571361,0.0
80744740,0.0
19337509,15795.0
13603118,0.0
13635886,0.0
7344432,0.0
186323251,0.0
34607421,0.0
187568445,0.0
220434754,0.0
3969352,27250.0
74879304,0.0
113447242,0.0
4624723,0.0
85561689,0.0
35721568,0.0
6558055,949000.0
13373801,0.0
17830251,0.0
109252976,0.0
94343537,12377.0
19468657,0.0
50729335,0.0
84611449,0.0
34050428,0.0
220107133,0.0
49779072,0.0
59085192,0.0
154505610,0.0
26743190,0.0
34476470,0.0
215257531,0.0
17764799,0.0
790976,0.0
7508417,0.0
55022032,0.0
83988949,0.0
27136472,0.0
34607577,0.0
85103071,0.0
115970530,0.0
40210924,0.0
6197740,0.0
39948782,0.0
120099310,0.0
7836142,0.0
76222971,1705.0
2822659,0.0
36147728,0.0
8655379,0.0
2527764,49280.0
13308439,0.0
21008919,0.0
38933025,0.0
113250858,0.0
31461940,0.0
208933441,0.0
18846280,0.0
16257614,0.0
67277397,0.0
35918422,0.0
144872027,0.0
32936542,0.0
23925359,0.0
23794289,0.0
153457266,0.0
6296177,0.0
214864516,0.0
5378703,0.0
198873744,0.0
40604318,0.0
6328991,0.0
7508650,0.0
18027180,0.0
37425840,0.0
103090,6491.0
147264186,0.0
18879169,0.0
128586442,0.0
16913110,0.0
4920026,0.0
4657890,0.0
7836397,158.0
2003694,32869.0
166236910,0.0
82711298,0.0
6230790,0.0
332552,17800.0
33231624,0.0
43619085,0.0
4592405,36586.0
183145239,0.0
1315611,440800.0
142873374,0.0
17175334,0.0
82580264,0.0
208311081,0.0
192549675,0.0
64033588,0.0
98669375,0.0
37425993,0.0
199299920,0.0
15864659,0.0
43717463,0.0
63279961,0.0
45388637,0.0
42079073,0.0
17011556,0.0
26284912,0.0
1151858,0.0
121967476,0.0
19010421,0.0
190681984,0.0
33854338,0.0
40637317,0.0
15405960,0.0
69997449,0.0
64983958,0.0
69440407,0.0
11637656,0.0
135271319,0.0
1315739,0.0
49222563,0.0
106664872,0.0
1381289,0.0
63148969,0.0
43717547,9833.0
6230957,0.0
2921390,0.0
201652,0.0
71406521,0.0
24679353,0.0
47354827,0.0
127898578,0.0
105255897,31500.0
37196767,0.0
24843232,0.0
3773412,0.0
9049065,0.0
85136376,0.0
9671674,539079.0
68162554,0.0
214307841,0.0
103427,92280.0
10458117,0.0
76420102,149787.0
52466695,0.0
72127499,0.0
34149388,0.0
12620821,0.0
4035606,0.0
142414882,0.0
55022632,0.0
37164084,0.0
102306868,0.0
22942772,0.0
35951684,0.0
88020038,0.0
69702727,0.0
78091341,0.0
5051472,0.0
17798224,0.0
135435346,0.0
133272662,0.0
23794775,0.0
28709975,0.0
31757402,0.0
47912031,0.0
15537250,0.0
11375720,0.0
219878507,0.0
7705708,0.0
4789368,0.0
70587517,24390.0
67179654,17533.0
152474759,0.0
146019465,0.0
25138314,0.0
179639439,0.0
189207697,0.0
74519700,42585.0
52270232,0.0
82384028,0.0
10785951,0.0
102765728,0.0
81269922,0.0
83334311,0.0
9966760,0.0
1610931,0.0
9442488,0.0
64296121,0.0
1316026,0.0
86938813,0.0
89691329,0.0
34837701,0.0
153982153,0.0
47158473,0.0
83825870,0.0
163484881,0.0
57644253,0.0
30217443,0.0
22222053,0.0
9540845,0.0
2921712,0.0
170202361,0.0
208737531,0.0
20485373,0.0
13735165,0.0
11343106,0.0
151459081,0.0
213456137,0.0
31855883,0.0
71275797,0.0
82384150,0.0
31757591,0.0
89036059,0.0
3511580,2946.0
42603805,0.0
182129955,0.0
198448420,0.0
97326374,6767.0
19993898,0.0
85136683,0.0
80909617,0.0
114529586,0.0
77796662,0.0
37819709,0.0
36148546,0.0
116593993,0.0
3544395,662800.0
37819724,0.0
128882006,0.0
11965785,0.0
193762650,0.0
44504422,0.0
68588905,0.0
224695663,0.0
21370226,0.0
28874119,0.0
22713739,0.0
172201359,0.0
23434640,0.0
103290256,0.0
13112723,0.0
30938531,0.0
17929638,0.0
147101102,0.0
562621,0.0
102929864,0.0
923081,0.0
92739026,0.0
84383194,0.0
38363,0.0
84874715,0.0
44439010,0.0
2004456,0.0
660996,0.0
21468679,0.0
6067729,0.0
12949014,0.0
47289881,0.0
44668447,0.0
10556960,0.0
6854175,0.0
69441089,0.0
167253572,0.0
17012296,0.0
1742410,0.0
76289615,0.0
45782622,0.0
59479647,0.0
530020,0.0
3872360,0.0
62264943,0.0
22189679,0.0
36902513,0.0
79599220,0.0
69113460,0.0
122689145,0.0
57022073,0.0
99489409,0.0
147396257,0.0
61314725,0.0
169649,0.0
129767093,0.0
22877887,29338.0
28317398,0.0
93034198,0.0
139695832,0.0
104273626,0.0
111449819,0.0
58234588,0.0
190781156,0.0
210933477,0.0
2234087,0.0
82384622,0.0
37132023,0.0
72193785,0.0
92837628,0.0
194778878,0.0
27268865,0.0
201070339,0.0
2234118,0.0
11212560,0.0
26482455,0.0
72980248,0.0
87529240,0.0
13997851,0.0
19076891,0.0
46864157,0.0
96802590,0.0
41654050,0.0
17209139,0.0
8820538,0.0
16750396,0.0
132093761,0.0
27170631,0.0
72357703,0.0
63805258,0.0
21469005,0.0
188618575,0.0
48142161,0.0
33396564,0.0
105224020,0.0
87594845,0.0
9508702,0.0
212899677,0.0
57579361,7315.0
16291708,0.0
20912001,0.0
33003397,0.0
106141580,0.0
1152915,0.0
41916311,0.0
218142618,0.0
163518363,0.0
78190493,0.0
28481444,0.0
199595943,0.0
22681513,0.0
149264315,0.0
202695,0.0
17897422,0.0
123606999,0.0
50403300,0.0
432107,0.0
53614586,0.0
33757179,0.0
24942595,0.0
49715205,0.0
115218441,0.0
11638802,0.0
40638485,0.0
139859994,0.0
88315946,0.0
90314803,0.0
109058103,0.0
2299976,0.0
26482762,71328.0
71765,0.0
125868120,0.0
2594906,0.0
36477019,0.0
10983526,0.0
134715499,0.0
16619628,0.0
41097327,0.0
54138991,0.0
129439861,0.0
37001336,0.0
92084348,0.0
116267138,0.0
101193858,0.0
119543940,0.0
98113671,0.0
123672716,0.0
62101646,0.0
1972369,0.0
12916882,0.0
106305693,0.0
67836061,0.0
36739234,0.0
13244579,0.0
4135074,0.0
74651815,0.0
183933100,0.0
26712243,0.0
37361844,0.0
59513013,0.0
18847926,0.0
75995321,0.0
17012925,0.0
29956295,0.0
19142867,0.0
145168609,0.0
58923234,0.0
66132196,0.0
32610539,0.0
1743084,0.0
4888818,4681.0
187177207,0.0
42801403,0.0
2201856,0.0
4200720,70990.0
72325392,0.0
17897759,0.0
14915881,0.0
18684207,0.0
169187633,0.0
158341429,0.0
39065912,0.0
3610939,0.0
30218557,0.0
75995455,0.0
2955590,0.0
1349966,19307.0
1939791,0.0
43817300,0.0
164174165,0.0
30611804,0.0
33528157,0.0
31529309,0.0
9247073,0.0
41195886,0.0
8427887,58721.0
100997495,728.0
18684280,0.0
140253571,0.0
140319121,0.0
25500054,0.0
81533345,0.0
138254758,0.0
50010540,0.0
90151341,0.0
76683693,0.0
202873262,0.0
11082163,0.0
172202422,0.0
52599223,0.0
35658167,0.0
16357818,0.0
71866817,0.0
218700235,0.0
75962828,0.0
148675023,0.0
8919509,14585.0
7379431,145431.0
45554153,0.0
10852844,0.0
88938992,139320.0
31627763,0.0
7444993,0.0
3152385,0.0
14129678,0.0
37722639,0.0
29104656,0.0
30906894,0.0
40606235,0.0
145267234,0.0
49093160,0.0
18881065,0.0
71997997,0.0
5937714,0.0
1350203,0.0
33593922,0.0
84712012,0.0
32021074,0.0
152279636,0.0
66918996,36018.0
81992277,0.0
20978263,0.0
39098970,0.0
128293476,0.0
222108266,0.0
24451691,0.0
20093548,0.0
50207355,0.0
21469825,0.0
135568005,0.0
15932044,0.0
1776269,0.0
32709273,42355.0
5905065,0.0
61840042,0.0
195631788,0.0
1383084,0.0
36543150,0.0
178625199,0.0
7674546,0.0
56007346,0.0
172530355,0.0
7150259,0.0
83532474,0.0
176396986,0.0
44309188,0.0
106076879,0.0
22420176,0.0
40114910,0.0
18651871,0.0
5216996,0.0
54401765,0.0
4266730,0.0
86317804,0.0
131668717,0.0
207166190,0.0
7674611,0.0
128719603,0.0
172399348,0.0
6724344,102051.0
48077562,0.0
12098300,0.0
15538945,0.0
48175874,0.0
51780353,0.0
42343172,0.0
124459782,0.0
62987015,0.0
85531407,0.0
12557079,0.0
33954592,0.0
33332001,32205.0
13736739,0.0
202545957,0.0
97000235,47603.0
1809198,0.0
55843637,0.0
87792444,0.0
4266819,0.0
169122634,0.0
4102987,232700.0
22387531,118400.0
95984465,0.0
10951517,0.0
11082590,32192.0
3152735,0.0
166271840,0.0
175479658,0.0
16063348,0.0
12032885,0.0
85072757,0.0
63806328,0.0
31890311,0.0
4430731,0.0
14523291,0.0
198253470,0.0
2628520,12915.0
5872553,0.0
37165995,0.0
72883130,0.0
531392,0.0
957384,0.0
56662984,0.0
50011082,0.0
40442827,0.0
1448911,0.0
11279312,0.0
39721946,0.0
134716382,0.0
9444320,54716.0
150182882,0.0
14359540,0.0
26352631,0.0
72697,0.0
7740412,0.0
35789822,0.0
28187646,0.0
35167233,39129.0
37723139,0.0
86711302,0.0
51715079,0.0
36903942,0.0
113613835,0.0
12098574,0.0
80485394,0.0
2300955,0.0
5872670,0.0
20323359,0.0
37887009,0.0
1317921,0.0
43457573,0.0
73079854,0.0
7412786,0.0
76815410,0.0
11115577,0.0
54664254,0.0
42703935,0.0
49519680,0.0
7183431,0.0
12098633,0.0
7478348,0.0
5053524,116124.0
21732442,0.0
1481827,4920.0
50863203,0.0
16686184,0.0
219716720,0.0
37002357,0.0
26549368,0.0
16915588,0.0
1121416,18302.0
19799180,0.0
28417171,0.0
67673236,0.0
21011607,0.0
42638493,0.0
48372893,0.0
44014763,0.0
71212216,0.0
41426105,0.0
3808442,0.0
12065980,0.0
16227521,0.0
76881093,0.0
35790027,0.0
138976462,0.0
32709839,0.0
3677393,0.0
11803862,0.0
70851801,0.0
14064859,0.0
33430748,0.0
4398301,0.0
2464990,0.0
93101277,0.0
28581090,0.0
172563683,0.0
96115938,0.0
195304682,0.0
22486253,0.0
42147053,0.0
134454511,0.0
37002480,0.0
137501935,0.0
14753013,0.0
62889207,0.0
7806201,0.0
4496635,160169.0
49945853,69525.0
85728511,0.0
5840144,0.0
45325589,0.0
88022293,0.0
10001687,0.0
15899957,26550.0
14589242,0.0
6430011,55480.0
105793,0.0
58203461,0.0
62201159,0.0
18423111,0.0
30940489,0.0
12852561,0.0
166829407,0.0
15113568,0.0
5872995,0.0
28646758,0.0
9805159,0.0
3120502,0.0
13114742,0.0
47488383,0.0
203398527,0.0
68099457,0.0
19930498,0.0
151330175,0.0
185081215,0.0
57318789,0.0
103751048,0.0
34905482,0.0
13573517,0.0
29924756,0.0
8592794,0.0
182689185,0.0
103783855,0.0
50372026,0.0
78290363,0.0
36576703,0.0
184425941,0.0
12197334,0.0
45489630,0.0
53976545,43879.0
10821091,0.0
10100202,0.0
202186222,0.0
58105341,0.0
8166909,0.0
197205502,0.0
75603458,0.0
2039313,0.0
5479958,0.0
46964252,0.0
36806175,0.0
48635427,0.0
187211303,0.0
3579436,0.0
44211756,0.0
89890353,43200.0
83959347,0.0
100376120,0.0
28646969,0.0
12328506,0.0
5709378,0.0
9018961,0.0
143793748,0.0
2235988,0.0
11640406,0.0
11247193,0.0
107060831,0.0
116465252,0.0
54402665,0.0
34545258,0.0
4660845,0.0
140287597,0.0
221748852,0.0
103980663,0.0
62103170,0.0
37691011,0.0
161881741,0.0
38018702,0.0
126852754,0.0
173874838,0.0
17505961,0.0
78192300,0.0
185409198,0.0
112533172,0.0
25960117,0.0
80944825,0.0
8068795,0.0
135732926,0.0
2399935,24078.0
1023684,0.0
207363781,0.0
7544519,0.0
76160714,0.0
123936460,0.0
7446226,76475.0
7151315,73410.0
37101267,0.0
14622431,0.0
12656354,0.0
34381545,0.0
21044971,0.0
27107058,0.0
8724210,0.0
8658677,0.0
61808374,0.0
125050619,0.0
38117116,0.0
41754370,0.0
827141,0.0
22454030,0.0
34414353,0.0
173416210,0.0
26451733,0.0
30547737,0.0
18587418,0.0
3219237,0.0
146644773,0.0
35168037,0.0
3677994,9655.0
36478765,0.0
53714735,0.0
